LIFNR,NAME1,NAME2,ORT01,LAND1,STRAS,PSTLZ,REGIO,TELF1,TELFX,KTOKK,SPRAS,STCD1,STCD2,XCPDK,LOEVM,SPERR,SPERZ,BEGRU,ERDAT,BUKRS,AKONT,ZTERM,ZWELS,REPRF,VRSZL,KULTG,MINDK,ZINDT,ALTKN,PERNR,DATLZ,LNRZA,XVERR,TOGRU,TLFXS,STCD3,UZAWE,EKVBD,EKORG,WAERS,ZTERM_LFM1,INCO1,INCO2,MINBW,KZRET,LFABC,VRFKZ,LIEFF,WMFST,WEBRE,XERSY,XNBWY,PLIFZ,DISPO,RDPRF,MEGRU,UNLOADING_POINT,dim_entity_type,MATNR,ERSDA,ERNAM,LAEDA,AENAM,MTART,MBRSH,MATKL,BISMT,MEINS,BSTME,ZEINR,ZEIVR,ZEIFO,AESZN,BLANZ,LABOR,EKWSL,BRGEW,NTGEW,WERKS,PSTAT,LVORM,BWTTY,MTVFP,DISMM,DISLS,BERID,MABST,MINBE,EISBE,MTVLP,WEBAZ,LGPRO,LGFSB,RGEKZ,FEVOR,INFNR,IDNLF,MAHN1,MAHN2,MAHN3,TXZ01,MAKTX,UMREZ,UMREN,LMEIN,LTSNR,NORMT,VERKF,VREPZ,NETPR,EKORG_EINE,ESOKZ,NETPR_EINE,PEINH,BPRME,PRDAT,EKGRP,MWSKZ,UEBTO,UNTTO,BSTMA,BSTMI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,MRP002,,,,material,MAT00000134,20200704.0,USER007,20220622.0,USER013,DIEN,R,114.0,,KG,M,DRW-42112,A,A0,ECN-8678,8.0,LAB02,EK01,47.012,83.217,3000.0,EGPVLX,,S,PD,PD,EX,MRP003,102.55,92.627,7.297,0.0,6.0,0010,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,MRP001,,,,material,MAT00000135,20180716.0,USER015,20221107.0,USER009,NLAG,A,567.0,,EA,M,,,,,,LAB05,EK01,41.329,85.638,2000.0,EGPVLX,,S,PD,PD,EX,MRP002,90.313,2.457,9.542,0.0,2.0,WH01,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,MRP001,,,,material,MAT00000136,20180727.0,USER006,20251205.0,USER014,ROH,M,537.0,,M,M,DRW-14455,A,A3,ECN-9228,1.0,LAB01,EK01,49.533,80.071,3000.0,EGPVLX,,S,PD,PD,EX,MRP005,316.009,39.086,8.088,0.0,3.0,0002,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,MRP004,,,,material,MAT00000137,20191230.0,USER005,20231024.0,USER005,HALB,R,378.0,OLD-MAT-72052,EA,L,,,,,,LAB03,EK01,35.415,3.501,1100.0,EGPVLX,,S,PD,PD,EX,MRP002,122.471,99.595,39.666,0.0,3.0,0002,0001,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,MRP003,,,,material,MAT00000138,20210527.0,USER003,20251120.0,USER012,HIBE,A,513.0,,KG,PC,DRW-25571,C,A1,,5.0,LAB05,EK01,72.079,91.689,1100.0,EGPVLX,,S,PD,PD,EX,MRP003,57.6,50.646,31.092,0.0,10.0,WH01,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,MRP001,,,,material,MAT00000139,20220502.0,USER013,20250722.0,USER004,NLAG,C,777.0,,KG,L,,,,,,LAB01,EK01,69.544,50.184,3000.0,EGPVLX,,S,PD,PD,EX,MRP004,63.466,15.2,45.109,0.0,10.0,0010,0002,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,MRP001,,,,material,MAT00000140,20180131.0,USER003,20230828.0,USER016,NLAG,P,975.0,OLD-MAT-55653,PC,EA,DRW-41569,D,A1,,2.0,LAB05,EK01,93.255,85.84,1000.0,EGPVLX,,S,PD,PD,EX,MRP002,254.036,33.642,4.149,0.0,7.0,0010,WH01,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,MRP005,,,,material,MAT00000141,20210219.0,USER020,20230821.0,USER010,DIEN,C,317.0,,EA,EA,DRW-61989,A,A1,,2.0,LAB04,EK01,82.435,97.886,2000.0,EGPVLX,,S,PD,PD,EX,MRP002,263.274,89.78,30.701,0.0,5.0,0002,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,MRP002,,,,material,MAT00000142,20200324.0,USER011,20220813.0,USER007,NLAG,P,276.0,,KG,KG,,,,,,LAB04,EK01,13.135,29.243,2000.0,EGPVLX,,S,PD,PD,EX,MRP004,238.871,40.982,44.05,0.0,10.0,0010,WH01,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,MRP004,,,,material,MAT00000143,20200706.0,USER020,20220317.0,USER019,HALB,R,773.0,,PC,EA,DRW-74045,D,A4,,1.0,LAB03,EK01,39.215,81.142,1100.0,EGPVLX,,S,PD,PD,EX,MRP002,18.511,57.74,3.507,0.0,5.0,WH01,0001,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,MRP005,,,,material,MAT00000144,20220208.0,USER006,20241216.0,USER001,NLAG,R,648.0,,PC,L,,,,,,LAB01,EK01,30.946,30.564,3000.0,EGPVLX,,S,PD,PD,EX,MRP001,243.049,90.661,22.823,0.0,9.0,0002,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,MRP003,,,,material,MAT00000145,20180901.0,USER018,20230602.0,USER020,ROH,M,465.0,,M,M,,,,ECN-5699,,LAB03,EK01,83.452,54.686,2100.0,EGPVLX,,S,PD,PD,EX,MRP003,46.942,85.501,6.223,0.0,1.0,0010,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,MRP003,,,,material,MAT00000146,20190515.0,USER005,20240107.0,USER012,ROH,P,912.0,,L,EA,DRW-49674,C,A1,,5.0,LAB01,EK01,74.661,91.345,3000.0,EGPVLX,,S,PD,PD,EX,MRP004,147.583,89.289,18.32,0.0,2.0,0002,0010,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,MRP005,,,,material,MAT00000147,20190709.0,USER016,20221217.0,USER020,HALB,C,162.0,OLD-MAT-61296,KG,EA,,,,,,LAB01,EK01,61.635,53.109,3000.0,EGPVLX,,S,PD,PD,EX,MRP003,499.708,51.975,48.707,0.0,3.0,0010,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,MRP003,,,,material,MAT00000148,20200525.0,USER005,20240602.0,USER015,NLAG,M,899.0,,M,KG,DRW-88139,B,A0,ECN-5519,2.0,LAB02,EK01,66.476,47.181,1000.0,EGPVLX,,S,PD,PD,EX,MRP003,325.325,57.203,34.066,0.0,4.0,WH01,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,MRP005,,,,material,MAT00000149,20221103.0,USER002,20240523.0,USER017,NLAG,R,824.0,,KG,L,,,,,,LAB04,EK01,92.186,62.312,3000.0,EGPVLX,,S,PD,PD,EX,MRP004,151.558,89.537,36.2,0.0,4.0,WH01,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,MRP001,,,,material,MAT00000150,20190722.0,USER014,20220321.0,USER001,FERT,C,175.0,,PC,M,DRW-32608,C,A1,ECN-8008,4.0,LAB05,EK01,64.793,74.131,3000.0,EGPVLX,,S,PD,PD,EX,MRP004,191.936,2.226,10.198,0.0,3.0,0001,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,MRP005,,,,material,MAT00000151,20210628.0,USER006,20230906.0,USER017,NLAG,R,582.0,OLD-MAT-61257,PC,L,,,,,,LAB02,EK01,74.198,63.737,2100.0,EGPVLX,,S,PD,PD,EX,MRP001,54.143,84.508,17.318,0.0,5.0,0010,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,MRP005,,,,material,MAT00000152,20200118.0,USER015,20230430.0,USER008,HALB,R,800.0,,PC,KG,DRW-95563,B,A4,,3.0,LAB01,EK01,7.216,10.329,3000.0,EGPVLX,,S,PD,PD,EX,MRP005,77.206,44.184,2.15,0.0,7.0,0010,0010,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,MRP004,,,,material,MAT00000153,20190323.0,USER011,20220902.0,USER005,HALB,P,507.0,OLD-MAT-19414,PC,PC,,,,,,LAB02,EK01,99.095,35.47,3000.0,EGPVLX,,S,PD,PD,EX,MRP005,240.796,82.08,39.762,0.0,5.0,0002,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,MRP002,,,,material,MAT00000154,20210104.0,USER018,20230816.0,USER013,NLAG,A,734.0,OLD-MAT-79185,L,L,,,,ECN-9529,,LAB02,EK01,56.169,52.679,2000.0,EGPVLX,,S,PD,PD,EX,MRP002,388.353,60.129,41.486,0.0,6.0,0010,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,MRP004,,,,material,MAT00000155,20220320.0,USER005,20250820.0,USER002,HALB,A,730.0,,M,M,,,,,,LAB03,EK01,97.585,91.76,3000.0,EGPVLX,,S,PD,PD,EX,MRP001,211.383,21.427,14.252,0.0,7.0,0002,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,MRP004,,,,material,MAT00000156,20211210.0,USER001,20240829.0,USER017,DIEN,C,530.0,,PC,M,,,,ECN-4748,,LAB01,EK01,69.899,25.085,3000.0,EGPVLX,,S,PD,PD,EX,MRP003,277.452,68.719,19.744,0.0,5.0,0002,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,MRP001,,,,material,MAT00000157,20200625.0,USER020,20231004.0,USER006,ROH,P,881.0,,M,KG,,,,,,LAB03,EK01,2.065,3.881,1000.0,EGPVLX,X,S,PD,PD,EX,MRP001,93.802,40.56,48.521,0.0,8.0,0010,0002,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,MRP002,,,,material,MAT00000158,20180603.0,USER002,20241208.0,USER019,HIBE,C,393.0,,M,EA,,,,,,LAB05,EK01,45.227,20.802,2100.0,EGPVLX,,S,PD,PD,EX,MRP003,484.154,58.064,7.009,0.0,7.0,0001,0001,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,MRP001,,,,material,MAT00000159,20190901.0,USER019,20230623.0,USER007,HALB,A,137.0,,M,PC,DRW-59200,D,A1,,3.0,LAB04,EK01,19.64,19.608,1000.0,EGPVLX,,S,PD,PD,EX,MRP001,486.086,18.407,5.338,0.0,1.0,0001,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,MRP002,,,,material,MAT00000160,20190306.0,USER020,20230214.0,USER005,NLAG,R,232.0,,L,M,DRW-97914,A,A0,,2.0,LAB04,EK01,93.197,92.695,2100.0,EGPVLX,,S,PD,PD,EX,MRP005,167.714,22.07,45.168,0.0,10.0,0001,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,MRP004,,,,material,MAT00000161,20220622.0,USER007,20220514.0,USER019,DIEN,M,491.0,,EA,L,DRW-96313,B,A4,,6.0,LAB03,EK01,69.015,19.083,1100.0,EGPVLX,,S,PD,PD,EX,MRP002,61.945,6.326,7.736,0.0,10.0,0002,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,MRP004,,,,material,MAT00000162,20191017.0,USER020,20250818.0,USER004,NLAG,A,688.0,OLD-MAT-47098,L,PC,,,,,,LAB01,EK01,80.341,87.811,3000.0,EGPVLX,,S,PD,PD,EX,MRP001,442.107,11.007,26.054,0.0,3.0,0002,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,MRP001,,,,material,MAT00000163,20191031.0,USER011,20221126.0,USER002,HIBE,M,112.0,,KG,KG,,,,,,LAB03,EK01,29.648,92.162,1000.0,EGPVLX,,S,PD,PD,EX,MRP003,343.321,42.691,46.934,0.0,4.0,0001,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,MRP003,,,,material,MAT00000164,20190213.0,USER010,20251011.0,USER002,FERT,A,823.0,,KG,L,,,,,,LAB03,EK01,21.349,79.08,1100.0,EGPVLX,,S,PD,PD,EX,MRP001,128.01,91.399,45.395,0.0,6.0,WH01,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,MRP002,,,,material,MAT00000165,20190709.0,USER019,20231019.0,USER004,HALB,R,390.0,,KG,PC,DRW-21745,D,A0,,2.0,LAB05,EK01,55.167,23.176,1100.0,EGPVLX,,S,PD,PD,EX,MRP004,377.135,10.811,18.827,0.0,6.0,WH01,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,MRP002,,,,material,MAT00000166,20210915.0,USER005,20251123.0,USER008,HALB,P,303.0,,EA,PC,,,,,,LAB01,EK01,71.638,25.655,1000.0,EGPVLX,,S,PD,PD,EX,MRP002,4.337,58.615,0.764,0.0,9.0,0001,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,MRP003,,,,material,MAT00000167,20210622.0,USER009,20221014.0,USER001,HIBE,C,889.0,,M,EA,DRW-70774,C,A3,ECN-6000,8.0,LAB04,EK01,69.652,54.835,1100.0,EGPVLX,,S,PD,PD,EX,MRP004,287.917,89.864,2.863,0.0,4.0,0001,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,MRP002,,,,material,MAT00000168,20190506.0,USER015,20240406.0,USER008,FERT,A,858.0,,M,PC,,,,,,LAB01,EK01,83.125,91.222,3000.0,EGPVLX,,S,PD,PD,EX,MRP004,494.585,88.095,22.537,0.0,1.0,0002,0001,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,MRP002,,,,material,MAT00000169,20200813.0,USER016,20230316.0,USER015,FERT,P,281.0,,EA,L,,,,ECN-2424,,LAB02,EK01,1.787,26.004,3000.0,EGPVLX,,S,PD,PD,EX,MRP003,138.45,39.93,9.718,0.0,4.0,0001,0002,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,MRP004,,,,material,MAT00000170,20190611.0,USER014,20231110.0,USER020,NLAG,A,609.0,OLD-MAT-47010,KG,KG,,,,,,LAB05,EK01,11.606,13.263,2000.0,EGPVLX,,S,PD,PD,EX,MRP001,94.752,2.875,34.136,0.0,1.0,0010,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,MRP003,,,,material,MAT00000171,20220723.0,USER007,20241216.0,USER003,NLAG,M,986.0,,M,PC,,,,,,LAB01,EK01,86.289,94.945,1100.0,EGPVLX,,S,PD,PD,EX,MRP002,347.74,9.187,45.866,0.0,2.0,0010,0010,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,MRP002,,,,material,MAT00000172,20190108.0,USER005,20240521.0,USER010,ROH,C,559.0,,PC,PC,,,,,,LAB02,EK01,37.727,76.796,1100.0,EGPVLX,,S,PD,PD,EX,MRP001,395.037,13.128,46.282,0.0,1.0,WH01,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,MRP005,,,,material,MAT00000173,20200711.0,USER018,20230103.0,USER012,ROH,C,794.0,,PC,PC,DRW-95237,D,A1,,8.0,LAB02,EK01,60.442,69.247,2100.0,EGPVLX,,S,PD,PD,EX,MRP002,319.495,35.519,28.636,0.0,1.0,0001,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,MRP003,,,,material,MAT00000174,20201006.0,USER004,20240125.0,USER008,HALB,M,857.0,OLD-MAT-35571,KG,EA,,,,ECN-6007,,LAB01,EK01,53.797,71.206,2100.0,EGPVLX,,S,PD,PD,EX,MRP002,170.936,34.62,14.237,0.0,9.0,0001,0010,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,MRP004,,,,material,MAT00000175,20210522.0,USER003,20230210.0,USER010,HIBE,P,961.0,,EA,EA,DRW-60082,C,A4,,5.0,LAB04,EK01,36.674,55.51,2100.0,EGPVLX,,S,PD,PD,EX,MRP002,44.048,89.834,13.968,0.0,8.0,WH01,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,MRP002,,,,material,MAT00000176,20200331.0,USER015,20231128.0,USER011,NLAG,A,130.0,,L,L,,,,,,LAB02,EK01,65.293,60.169,3000.0,EGPVLX,X,S,PD,PD,EX,MRP001,372.303,27.785,30.737,0.0,10.0,0010,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,MRP005,,,,material,MAT00000177,20210407.0,USER019,20220910.0,USER010,NLAG,P,675.0,,L,M,,,,,,LAB04,EK01,57.41,88.954,1000.0,EGPVLX,,S,PD,PD,EX,MRP005,280.679,52.589,0.849,0.0,10.0,0002,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,MRP001,,,,material,MAT00000178,20210117.0,USER019,20240226.0,USER007,FERT,A,948.0,,EA,M,DRW-46073,B,A2,,7.0,LAB05,EK01,96.995,16.63,2100.0,EGPVLX,,S,PD,PD,EX,MRP002,255.866,37.983,38.062,0.0,6.0,0002,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,MRP005,,,,material,MAT00000179,20191124.0,USER014,20250325.0,USER012,HIBE,M,563.0,,L,KG,DRW-92881,C,A2,,4.0,LAB01,EK01,1.204,27.087,3000.0,EGPVLX,,S,PD,PD,EX,MRP005,212.249,98.981,9.45,0.0,1.0,0001,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,MRP005,,,,material,MAT00000180,20220925.0,USER019,20220320.0,USER020,FERT,A,564.0,,PC,M,,,,,,LAB03,EK01,12.087,78.701,2100.0,EGPVLX,,S,PD,PD,EX,MRP004,379.093,49.32,16.227,0.0,9.0,0001,WH01,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,MRP004,,,,material,MAT00000181,20180818.0,USER004,20220608.0,USER014,FERT,C,459.0,,EA,L,,,,,,LAB04,EK01,57.254,63.675,1000.0,EGPVLX,,S,PD,PD,EX,MRP001,251.513,39.646,19.675,0.0,6.0,0001,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,MRP003,,,,material,MAT00000182,20190614.0,USER009,20240314.0,USER015,DIEN,P,127.0,,KG,KG,,,,ECN-7660,,LAB01,EK01,8.893,60.739,1100.0,EGPVLX,,S,PD,PD,EX,MRP002,201.511,54.417,48.252,0.0,6.0,WH01,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,MRP002,,,,material,MAT00000183,20210322.0,USER006,20250802.0,USER004,ROH,P,582.0,OLD-MAT-81828,L,L,DRW-95615,C,A3,,1.0,LAB02,EK01,34.912,62.576,1000.0,EGPVLX,,S,PD,PD,EX,MRP003,367.857,72.63,15.903,0.0,2.0,WH01,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,MRP002,,,,material,MAT00000184,20200106.0,USER019,20240515.0,USER006,DIEN,M,265.0,,EA,L,DRW-68342,C,A4,,2.0,LAB05,EK01,15.204,9.428,1100.0,EGPVLX,,S,PD,PD,EX,MRP002,43.65,55.436,10.56,0.0,3.0,0002,0001,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,MRP003,,,,material,MAT00000185,20190511.0,USER015,20250518.0,USER003,HIBE,M,917.0,,KG,KG,,,,,,LAB04,EK01,44.407,95.1,2000.0,EGPVLX,,S,PD,PD,EX,MRP004,448.283,41.646,37.493,0.0,3.0,0001,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,MRP002,,,,material,MAT00000186,20181013.0,USER011,20250909.0,USER013,HALB,R,446.0,,KG,PC,,,,,,LAB05,EK01,27.155,49.419,2100.0,EGPVLX,,S,PD,PD,EX,MRP005,487.029,54.582,49.214,0.0,1.0,0010,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,MRP003,,,,material,MAT00000187,20210823.0,USER017,20240802.0,USER011,DIEN,P,968.0,,EA,M,DRW-58145,D,A2,,4.0,LAB04,EK01,55.036,25.057,2100.0,EGPVLX,,S,PD,PD,EX,MRP003,180.932,40.311,21.454,0.0,1.0,0001,0010,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,MRP005,,,,material,MAT00000188,20220416.0,USER019,20250216.0,USER005,HIBE,A,935.0,,M,L,,,,,,LAB05,EK01,3.694,4.047,2100.0,EGPVLX,,S,PD,PD,EX,MRP003,57.925,98.469,42.813,0.0,2.0,WH01,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,MRP004,,,,material,MAT00000189,20190902.0,USER012,20230717.0,USER011,HIBE,R,890.0,OLD-MAT-61612,EA,PC,DRW-11520,B,A3,,1.0,LAB01,EK01,98.28,29.533,3000.0,EGPVLX,,S,PD,PD,EX,MRP004,260.929,81.276,33.839,0.0,4.0,WH01,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,MRP001,,,,material,MAT00000190,20221109.0,USER003,20230918.0,USER004,ROH,M,272.0,OLD-MAT-22755,KG,PC,,,,ECN-6123,,LAB05,EK01,2.459,31.389,2100.0,EGPVLX,,S,PD,PD,EX,MRP005,228.58,13.975,47.834,0.0,6.0,0002,0001,X,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,MRP002,,,,material,MAT00000191,20211028.0,USER003,20250828.0,USER017,HIBE,C,802.0,,KG,PC,,,,,,LAB03,EK01,96.88,70.473,1000.0,EGPVLX,,S,PD,PD,EX,MRP005,76.346,74.118,0.511,0.0,7.0,0010,0002,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
